tempo,medidaSensor1,medidaFiltradaSensor1,medidaSensor2,medidaFiltradaSensor2
15624,921,930,931,931
15675,920,930,932,931
15726,920,930,932,931
15777,920,930,932,931
15828,920,930,932,931
15880,921,930,932,931
15931,920,930,932,931
15982,921,930,932,931
16033,920,930,932,931
16084,921,930,932,931
16136,920,930,932,931
16187,920,930,932,931
16239,920,930,932,931
16290,920,930,932,931
16342,920,930,932,931
16393,921,930,932,931
16444,920,930,932,931
16495,921,930,932,931
16546,921,930,932,931
16598,921,930,931,931
16649,921,930,932,931
16700,921,930,932,931
16751,920,930,932,931
16802,921,930,932,931
16854,921,930,932,931
16905,921,930,931,932
16956,921,930,931,932
17007,921,930,932,932
17058,921,930,931,932
17110,921,930,931,932
17161,921,930,932,932
17212,921,930,931,932
17263,921,930,932,932
17314,921,930,931,932
17366,921,930,931,932
17417,921,930,932,932
17468,921,931,932,931
17519,921,931,932,931
17570,921,931,932,931
17622,921,931,932,931
17673,921,931,932,931
17725,920,930,932,931
17776,921,931,932,931
17827,920,930,932,931
17879,921,930,932,931
17930,921,930,933,931
17981,921,930,932,931
18032,920,930,933,931
18083,921,930,931,932
18135,921,930,932,932
18186,921,930,932,932
18237,921,930,932,932
18288,921,930,931,932
18339,921,930,932,932
18391,921,930,932,932
18442,921,930,932,932
18493,920,930,932,932
18544,920,930,932,932
18595,921,930,932,932
18647,920,930,932,932
18698,920,930,931,931
18749,920,930,932,931
18800,920,930,932,931
18851,921,931,932,931
18903,921,931,932,931
18954,921,931,932,931
19005,921,931,932,931
19056,921,930,933,931
19107,920,930,932,931
19159,921,930,932,931
19211,920,930,932,931
19262,921,930,932,931
19313,920,930,932,931
19364,920,930,932,931
19416,921,930,932,931
19467,921,930,932,931
19518,920,930,932,931
19569,921,930,932,931
19620,920,930,932,931
19672,921,930,931,931
19723,921,930,932,931
19774,921,930,932,931
19825,920,930,932,931
19876,920,930,932,931
19928,921,930,931,931
19979,921,930,932,932
20030,921,930,932,932
20081,920,930,932,932
20132,921,930,932,932
20184,920,930,932,932
20235,921,930,932,932
20286,921,930,932,932
20337,921,930,932,932
20388,921,930,932,932
20440,921,930,931,932
20491,921,930,932,932
20542,921,930,932,932
20593,921,930,932,932
20644,921,930,932,932
20696,921,930,932,932
20748,921,930,932,932
20799,921,930,932,932
20850,920,930,932,932
20901,921,930,932,932
20953,920,930,932,932
21004,921,930,932,932
21055,921,930,932,932
21106,920,930,932,932
21157,920,930,932,932
21209,921,930,932,932
21260,921,930,932,932
21311,920,930,932,932
21362,920,930,932,932
21413,921,930,932,932
21465,921,930,932,932
21516,921,930,932,932
21567,921,930,932,932
21618,921,930,932,932
21669,920,930,932,932
21721,920,930,932,932
21772,921,930,932,932
21823,920,930,932,932
21874,920,930,932,932
21925,920,930,932,932
21977,920,930,932,932
22028,921,930,932,932
22079,920,930,932,932
22130,921,930,932,932
22181,921,930,932,932
22233,921,930,932,932
22285,921,930,932,932
22336,921,930,932,932
22387,921,930,932,931
22438,921,930,932,931
22490,920,930,932,931
22541,921,930,932,931
22592,921,930,932,931
22643,921,930,932,931
22694,921,930,932,931
22746,920,930,932,931
22797,921,930,932,931
22848,921,930,932,931
22899,921,930,932,931
22950,920,930,932,931
23002,920,930,932,931
23053,921,930,932,931
23104,921,930,932,931
23155,921,930,932,931
23206,921,930,932,931
23258,921,930,932,931
23309,921,930,932,931
23360,921,930,931,931
23411,921,930,932,931
23462,920,930,931,931
23514,921,930,932,931
23565,920,930,932,931
23616,921,930,932,931
23667,920,930,931,931
23719,921,930,932,931
23771,920,930,931,931
23822,921,930,931,931
23873,920,930,931,931
23924,921,930,932,931
23975,920,930,932,931
24027,920,930,931,931
24078,921,930,931,931
24129,921,930,932,931
24180,921,930,931,931
24231,920,930,931,931
24283,921,930,932,931
24334,921,930,931,931
24385,920,930,931,931
24436,921,930,932,931
24487,920,930,932,931
24539,921,930,931,931
24590,921,930,931,931
24641,920,930,932,931
24692,921,930,932,931
24743,921,930,932,931
24795,920,930,931,931
24846,921,930,932,931
24897,921,930,932,931
24948,921,930,932,931
24999,920,930,932,931
25051,920,930,931,931
25102,921,930,932,931
25154,921,930,931,931
25205,921,930,932,931
25256,921,930,932,931
25308,921,930,932,931
25359,920,930,932,931
25410,921,930,931,931
25461,920,930,932,931
25512,921,930,932,931
25564,920,930,931,931
25615,921,930,932,931
25666,921,930,932,931
25717,921,930,931,931
25768,921,930,932,931
25820,921,930,932,931
25871,921,930,931,931
25922,920,930,932,931
25973,920,930,931,931
26024,921,930,932,931
26076,921,930,931,931
26127,921,930,931,931
26178,921,930,932,931
26229,920,930,932,931
26280,921,930,932,931
26332,921,930,932,931
26383,921,930,931,931
26434,921,930,932,931
26485,920,930,932,931
26536,921,930,932,931
26589,920,930,932,931
26640,920,930,931,931
26691,921,930,932,931
26742,921,930,931,931
26793,921,930,932,931
26845,921,930,932,931
26896,921,930,932,931
26947,920,930,931,931
26998,920,930,931,931
27049,921,930,931,931
27101,920,930,932,931
27152,920,930,931,931
27203,921,930,932,931
27254,920,930,932,931
27305,920,930,932,931
27357,921,930,931,931
27408,921,930,931,931
27459,920,930,931,931
27510,921,930,931,931
27561,921,930,931,931
27613,920,930,932,931
27664,920,930,932,931
27715,921,930,931,931
27766,920,930,932,931
27817,921,930,931,931
27869,921,930,932,931
27920,921,930,931,931
27971,920,930,931,931
28022,921,930,931,931
28075,921,930,931,931
28126,920,930,931,931
28177,920,930,932,931
28228,920,930,931,931
28279,920,930,932,931
28331,920,930,931,931
28382,920,930,932,931
28433,921,930,932,931
28484,921,930,932,931
28535,921,930,932,931
28587,920,930,932,931
28638,921,930,932,931
28689,920,930,932,931
28740,920,930,932,931
28791,921,930,931,931
28843,920,930,931,931
28894,920,930,931,931
28945,921,930,931,931
28996,920,930,931,931
29047,920,930,932,931
29099,921,930,932,931
29150,920,930,932,931
29201,920,930,932,931
29252,920,930,931,931
29303,920,930,931,931
29355,921,930,931,931
29406,920,930,932,931
29457,920,930,931,931
29508,921,930,931,931
29560,921,930,932,931
29612,921,930,932,931
29663,921,930,932,931
29714,920,930,931,931
29765,920,930,931,931
29816,921,930,931,931
29868,920,930,931,931
29919,921,930,932,931
29970,921,930,931,931
30021,920,930,931,931
30072,921,930,932,931
30124,920,930,932,931
30175,921,930,932,931
30226,920,930,932,931
30277,920,930,931,931
30328,921,930,931,931
30380,921,930,932,931
30431,920,930,931,931
30482,920,930,932,931
30533,920,930,932,931
30584,920,930,932,931
30636,921,930,932,931
30687,921,930,932,931
30738,920,930,931,931
30789,920,930,931,931
30840,920,930,931,931
30892,920,930,931,931
30944,920,930,931,931
30995,921,930,931,931
31046,920,930,931,931
31097,921,930,932,931
31149,920,930,932,931
31200,920,930,932,931
31251,921,930,931,931
31302,921,930,931,931
31353,921,930,931,931
31405,920,930,931,931
31456,920,930,932,931
31507,921,930,931,931
31558,921,930,931,931
31609,920,930,932,931
31661,921,930,932,931
31712,920,930,931,931
31763,920,930,931,931
31814,921,930,931,931
31865,920,930,932,931
31917,921,930,932,931
31968,920,930,931,931
32019,921,930,931,931
32070,920,930,931,931
32121,920,930,931,931
32173,921,930,931,931
32224,921,930,932,931
32275,920,930,931,931
32327,920,930,931,931
32378,920,930,931,931
32430,920,930,931,931
32481,921,930,931,931
32532,920,930,932,931
32583,920,930,932,931
32634,920,930,931,931
32686,920,930,931,931
32737,920,930,932,931
32788,920,930,932,931
32839,921,930,931,931
32890,921,930,932,931
32942,921,930,932,931
32993,921,930,931,931
33044,921,930,932,931
33095,920,930,931,931
33146,920,930,931,931
33198,920,930,931,931
33249,920,930,932,931
33300,921,930,931,931
33351,921,930,931,931
33402,920,930,931,931
33454,920,930,931,931
33505,920,930,932,931
33556,921,930,932,931
33607,920,930,932,931
33658,920,930,932,931
33710,921,930,931,931
33761,921,930,932,931
33812,921,930,931,931
33864,920,930,931,931
33915,921,930,931,931
33967,920,930,931,931
34018,920,930,932,931
34069,920,930,931,931
34120,920,930,931,931
34171,920,930,931,931
34223,921,930,932,931
34274,920,930,931,931
34325,921,930,931,931
34376,920,930,931,931
34427,921,930,931,931
34479,920,930,932,931
34530,920,930,931,931
34581,920,930,932,931
34632,920,930,931,931
34683,921,930,931,931
34735,920,930,932,931
34786,920,930,931,931
34837,920,930,931,931
34888,920,930,931,931
34939,920,930,932,931
34991,921,930,931,931
35042,920,930,932,931
35093,920,930,931,931
35144,920,930,932,931
35195,920,930,932,931
35248,920,930,931,931
35299,920,930,931,931
35350,921,930,932,931
35401,920,930,931,931
35452,920,930,931,931
35504,920,930,931,931
35555,921,930,931,931
35606,920,930,931,931
35657,921,930,932,931
35708,921,930,931,931
35760,920,930,931,931
35811,920,930,932,931
35862,920,930,931,931
35913,920,930,931,931
35964,920,930,931,931
36016,920,930,931,931
36067,920,930,932,931
36118,920,930,932,931
36169,920,930,931,931
36220,920,930,931,931
36272,920,930,931,931
36323,920,930,932,931
36374,920,930,932,931
36425,920,930,931,931
36476,920,930,931,931
36528,920,930,931,931
36579,920,930,931,931
36631,920,930,932,931
36682,920,930,931,931
36733,920,930,931,931
36785,920,930,931,931
36836,920,930,931,931
36887,920,929,931,931
36938,920,930,931,931
36989,920,930,931,931
37041,920,929,932,931
37092,920,930,931,931
37143,920,930,931,931
37194,920,930,931,931
37245,920,930,931,931
37297,920,930,931,931
37348,920,930,930,931
37399,920,930,932,931
37450,920,930,931,931
37501,920,930,931,931
37553,920,929,932,931
37604,920,929,931,931
37655,920,929,931,931
37706,921,930,931,931
37757,920,929,931,931
37809,920,929,931,931
37860,920,929,931,931
37911,920,930,931,931
37962,920,930,931,931
38014,920,930,931,931
38066,920,930,931,931
38117,921,930,931,931
38168,920,930,931,931
38219,920,930,931,931
38270,920,930,931,931
38322,920,930,931,931
38373,921,930,932,931
38424,921,930,931,931
38475,920,930,931,931
38526,920,930,931,931
38578,920,930,931,931
38629,921,930,932,931
38680,920,930,931,931
38731,920,930,931,931
38782,920,930,932,931
38834,920,930,931,931
38885,920,930,931,931
38936,921,930,931,931
38987,920,930,931,931
39038,920,930,931,931
