tempo,medidaSensor1,medidaFiltradaSensor1,medidaSensor2,medidaFiltradaSensor2
15625,948,955,957,956
15676,948,955,957,956
15727,947,955,957,956
15778,947,955,957,957
15830,947,955,957,957
15881,947,955,957,957
15932,948,955,956,957
15983,947,955,957,957
16034,947,955,957,957
16086,948,955,956,957
16137,947,955,956,957
16188,947,955,956,957
16239,947,956,956,957
16290,947,956,957,957
16342,947,956,957,957
16393,947,956,957,957
16444,948,956,957,957
16495,948,956,957,957
16546,948,956,957,957
16598,948,956,957,957
16649,947,956,957,957
16700,948,956,957,957
16751,948,956,957,957
16803,947,956,957,957
16855,948,956,957,957
16906,947,956,958,957
16957,948,956,957,957
17008,948,956,957,956
17059,947,956,957,957
17111,947,956,957,957
17162,947,956,957,957
17213,947,956,957,957
17264,947,956,957,957
17315,947,956,957,957
17367,948,956,957,957
17418,947,956,957,957
17469,948,956,958,957
17520,948,956,956,957
17571,947,956,957,957
17623,947,956,957,957
17674,947,956,957,956
17725,948,956,957,956
17776,947,956,957,956
17827,948,956,957,956
17879,948,956,957,956
17930,947,956,957,956
17981,948,956,957,956
18032,947,956,957,956
18084,948,956,957,956
18136,947,956,957,956
18187,947,955,957,956
18238,947,955,957,956
18289,948,956,957,956
18340,948,956,957,956
18392,948,956,957,956
18443,948,956,957,956
18494,948,956,957,956
18545,948,956,957,956
18596,947,955,957,956
18648,947,955,956,956
18699,948,956,957,956
18750,947,955,957,956
18801,947,955,957,956
18852,947,955,957,956
18904,948,956,957,956
18955,948,956,957,956
19006,948,956,957,956
19057,948,955,957,957
19108,947,955,956,957
19160,947,955,957,957
19211,947,955,957,957
19262,947,955,957,957
19313,948,956,957,957
19364,947,955,957,957
19417,948,956,957,957
19468,947,955,957,957
19519,947,956,956,956
19570,947,956,957,956
19621,947,956,957,956
19673,948,956,957,956
19724,948,956,957,956
19775,947,956,957,956
19826,947,956,957,956
19877,948,956,957,956
19929,947,956,957,956
19980,947,956,957,956
20031,947,955,957,956
20082,947,955,957,956
20133,947,955,957,956
20185,948,956,957,956
20236,948,955,957,957
20287,947,955,957,957
20338,948,955,957,957
20389,948,955,957,957
20441,948,955,957,957
20492,948,956,956,957
20543,948,956,957,957
20594,947,955,957,957
20645,947,955,957,957
20698,948,956,956,956
20749,948,956,957,956
20800,947,956,957,956
20851,948,956,957,956
20902,947,956,957,956
20954,947,956,957,956
21005,947,956,957,956
21056,948,956,957,956
21107,947,956,957,956
21158,948,956,957,956
21210,948,956,957,956
21261,947,955,957,956
21312,948,955,957,956
21363,947,955,957,956
21414,948,955,957,956
21466,947,955,957,956
21517,947,955,957,956
21568,948,955,957,956
21619,948,955,957,956
21670,948,955,956,956
21722,947,955,956,956
21773,948,956,957,956
21824,948,955,957,957
21875,948,955,957,957
21926,948,955,957,956
21978,947,955,957,956
22030,947,955,956,956
22081,948,956,957,956
22132,948,956,957,956
22183,947,955,957,956
22235,948,956,957,956
22286,947,956,956,956
22337,947,956,957,956
22388,948,956,957,956
22439,948,956,957,956
22491,947,955,957,956
22542,947,955,957,956
22593,948,956,957,956
22644,948,956,957,956
22695,947,955,957,956
22747,947,955,957,956
22798,947,955,957,956
22849,947,955,957,956
22900,948,956,956,956
22951,947,955,957,957
23003,947,955,957,957
23054,947,955,957,957
23105,948,955,957,957
23156,947,955,957,956
23207,948,956,956,956
23259,947,955,957,956
23310,947,955,957,956
23362,948,956,957,956
23413,948,956,956,956
23464,947,956,957,956
23516,948,956,957,956
23567,947,956,957,956
23618,947,956,957,956
23669,947,955,957,956
23720,947,955,957,956
23772,947,955,957,956
23823,947,955,957,956
23874,947,955,957,956
23925,947,955,957,956
23976,947,955,957,956
24028,947,955,957,956
24079,948,955,957,956
24130,947,955,956,956
24181,947,955,957,956
24232,947,955,957,956
24284,947,955,957,956
24335,948,955,957,956
24386,947,955,957,956
24437,947,955,957,956
24488,947,955,957,956
24540,948,955,956,956
24591,947,955,957,956
24643,947,955,957,956
24694,947,955,956,956
24745,947,955,956,956
24797,948,955,957,956
24848,947,955,957,956
24899,947,955,957,956
24950,948,956,956,956
25001,947,955,957,956
25053,948,955,957,956
25104,947,955,956,956
25155,947,955,957,956
25206,948,956,957,956
25257,947,955,957,956
25309,947,955,957,956
25360,947,955,957,956
25411,947,955,957,956
25462,948,956,956,956
25513,947,955,957,956
25565,947,955,957,956
25616,947,955,957,956
25667,948,955,957,956
25718,948,955,957,956
25769,948,955,957,956
25821,947,955,957,956
25872,947,955,956,956
25923,948,955,957,956
25975,948,955,957,956
26027,947,955,956,956
26078,947,955,956,956
26129,947,955,957,956
26180,948,956,957,956
26231,947,955,957,956
26283,947,955,957,956
26334,947,955,957,956
26385,948,955,957,956
26436,948,955,957,956
26487,947,955,956,956
26539,947,955,957,956
26590,947,955,957,956
26641,947,955,957,956
26692,947,955,956,956
26743,947,955,957,956
26795,947,955,957,956
26846,947,955,957,956
26897,947,955,956,956
26948,947,955,957,956
26999,947,955,957,956
27051,947,955,957,956
27102,947,955,957,956
27153,947,955,957,956
27204,947,955,956,956
27255,947,955,957,956
27308,947,955,957,956
27359,947,955,957,956
27410,948,955,957,956
27461,947,955,957,956
27512,947,955,957,956
27564,947,955,956,956
27615,947,955,956,956
27666,947,955,957,956
27717,947,955,957,956
27768,947,955,956,956
27820,947,955,957,956
27871,948,955,957,956
27922,947,955,956,956
27973,947,955,957,956
28024,947,955,957,957
28076,947,955,957,957
28127,947,955,957,957
28178,947,955,957,957
28229,947,955,956,957
28280,947,955,957,957
28332,947,955,957,956
28383,947,955,957,956
28434,947,955,956,956
28485,947,956,956,956
28536,947,956,957,956
28589,947,956,957,956
28640,947,956,957,956
28691,947,956,957,956
28742,947,956,957,956
28793,947,956,957,956
28845,946,955,957,956
28896,947,955,957,956
28947,947,955,957,956
28998,947,955,957,956
29049,946,955,957,956
29101,947,955,957,956
29152,947,955,957,956
29203,947,955,957,956
29254,947,955,957,956
29305,947,955,956,956
29357,947,955,956,956
29408,947,955,956,956
29459,947,955,956,956
29510,947,955,957,956
29561,947,955,957,956
29613,947,955,957,956
29664,947,955,957,956
29715,947,955,956,956
29766,947,955,957,956
29817,947,955,957,956
29869,947,955,956,956
29921,947,955,957,956
29972,947,955,957,956
30023,947,955,957,956
30074,947,955,957,956
30126,947,955,957,956
30177,947,955,956,956
30228,947,955,956,956
30279,947,955,957,956
30330,947,955,957,956
30382,947,955,957,956
30433,948,955,957,956
30484,947,955,956,956
30535,947,955,957,956
30586,948,955,957,956
30638,947,955,957,956
30689,947,955,957,956
30740,947,955,956,956
30791,947,955,957,956
30842,947,955,956,956
30894,947,955,957,956
30945,947,955,956,956
30996,947,955,957,956
31047,947,955,956,956
31098,947,955,957,956
31150,947,955,956,956
31201,947,955,957,956
31253,947,955,957,956
31304,947,955,956,956
31355,947,955,956,956
31407,947,955,957,956
31458,947,955,956,956
31509,947,955,956,956
31560,947,955,956,956
31611,947,955,956,956
31663,947,955,956,956
31714,946,955,956,956
31765,947,955,957,956
31816,947,955,957,956
31867,947,955,956,956
31919,947,955,957,956
31970,947,955,957,956
32021,947,955,957,956
32072,947,955,957,956
32123,947,955,956,956
32175,947,955,956,956
32226,947,955,957,956
32277,947,955,956,956
32328,947,955,956,956
32379,946,955,956,956
32431,947,955,957,956
32482,947,955,956,956
32533,947,955,956,956
32585,946,955,956,956
32636,947,955,956,956
32688,947,955,957,956
32739,947,955,957,956
32790,947,955,957,956
32841,947,955,956,956
32892,947,955,956,956
32944,947,955,956,956
32995,947,955,957,956
33046,947,955,957,956
33097,947,955,957,956
33148,947,955,956,956
33200,947,955,957,956
33251,947,955,957,956
33302,947,955,957,956
33353,947,955,957,956
33404,947,955,956,956
33456,948,955,956,956
33507,947,955,956,956
33558,947,955,956,956
33609,947,955,957,956
33660,947,955,956,956
33712,947,955,956,956
33763,947,955,957,956
33814,947,955,956,956
33866,947,955,956,956
33917,947,955,957,956
33969,947,955,957,956
34020,947,955,956,956
34071,947,955,957,956
34122,947,955,956,956
34173,947,955,956,956
34225,947,955,957,956
34276,947,955,956,956
34327,947,955,957,956
34378,947,955,956,956
34429,947,955,956,956
34481,947,955,957,956
34532,947,955,957,956
34583,947,955,956,956
34634,946,955,956,956
34685,947,955,956,956
34737,948,955,956,956
34788,947,955,956,956
34839,947,955,956,956
34890,947,955,956,956
34941,947,955,957,956
34993,947,955,956,956
35044,947,955,956,956
35095,947,955,957,956
35146,947,955,957,956
35198,947,955,956,956
35250,947,955,957,956
35301,947,955,957,956
35352,947,955,957,956
35403,947,955,956,956
35454,947,955,956,956
35506,947,955,957,956
35557,947,955,957,956
35608,947,955,957,956
35659,947,955,956,956
35710,947,955,957,956
35762,947,955,956,956
35813,947,955,956,956
35864,947,955,957,956
35915,947,955,956,956
35966,947,955,956,956
36018,947,955,956,956
36069,947,955,957,956
36120,947,955,956,956
36171,947,955,957,956
36222,947,955,957,956
36274,946,955,957,956
36325,946,955,956,956
36376,947,955,957,956
36427,947,955,956,956
36478,946,955,956,956
36531,946,955,956,956
36582,946,955,957,956
36633,947,955,957,956
36684,946,955,957,956
36736,947,955,957,956
36787,947,955,957,956
36838,947,955,957,956
36889,947,955,957,956
36940,947,955,956,956
36992,947,955,957,956
37043,946,955,956,956
37094,946,955,956,956
37145,946,955,957,956
37196,947,955,956,956
37248,946,955,956,956
37299,946,955,957,956
37350,947,955,956,956
37401,946,955,957,956
37452,947,955,956,956
37504,946,955,957,956
37555,946,955,956,956
37606,946,955,957,956
37657,946,955,956,956
37708,946,955,957,956
37760,946,955,956,956
37812,946,955,957,956
37863,946,955,957,956
37914,946,955,956,956
37965,946,955,957,956
38017,946,955,956,956
38068,945,955,957,955
38119,946,955,956,955
38170,945,955,956,955
38221,946,955,957,955
38273,946,955,956,955
38324,947,955,956,955
38375,947,955,956,955
38426,946,955,956,955
38477,946,955,957,955
38529,946,954,957,956
38580,947,954,956,956
38631,946,954,956,956
38682,946,954,956,956
38733,946,954,956,956
38785,946,954,956,956
38836,946,954,956,956
38887,947,954,956,956
38938,947,955,956,956
38989,947,955,955,956
39041,946,955,955,956
39092,947,955,956,956
39144,947,955,956,956
39195,947,955,956,956
39246,946,955,956,956
39298,947,955,956,956
39349,947,955,956,956
39400,946,955,957,956
39451,947,955,956,956
39502,946,955,956,956
39554,947,955,956,956
39605,947,955,957,956
39656,947,955,956,956
39707,946,955,957,956
39758,947,955,957,956
39810,947,955,957,956
39861,947,955,957,956
39912,946,955,956,956
39963,947,955,956,956
40014,946,955,957,956
40066,947,955,957,956
40117,946,955,956,956
40168,947,955,956,956
40219,947,955,956,956
40270,947,955,956,956
40322,947,955,956,956
40373,947,955,956,956
40424,946,955,956,956
40476,946,955,956,956
40527,946,955,957,956
40579,947,955,956,956
40630,947,955,956,956
40681,946,955,956,956
40732,947,955,957,956
40783,946,955,957,956
40835,947,955,957,956
40886,947,955,957,956
40937,947,955,956,956
40988,947,955,957,956
41039,946,955,956,956
41091,947,955,957,956
41142,947,955,956,956
41193,947,955,957,956
41244,947,955,956,956
41295,947,955,956,956
41347,946,955,956,956
41398,947,955,957,956
41449,946,955,956,956
41500,946,955,956,956
41551,947,955,957,956
41603,946,955,957,956
41654,946,955,956,956
41705,946,955,956,956
41756,947,955,956,956
41808,946,955,956,956
41860,946,955,957,956
41911,947,955,956,956
41962,947,955,956,956
42013,946,955,956,956
42064,946,955,956,956
42116,947,955,956,956
42167,947,955,956,956
42218,947,955,956,956
42269,946,955,957,956
42320,947,955,957,956
42372,947,955,956,956
42423,946,955,957,956
42474,947,955,956,956
42525,947,955,957,956
42576,946,955,957,956
42628,946,955,957,956
42679,947,955,957,956
42730,946,955,957,956
42781,947,955,957,956
42832,947,955,957,956
42884,947,955,956,956
42935,947,955,957,956
42986,946,955,957,956
43037,947,955,956,956
43089,946,955,957,956
43141,947,955,956,956
43192,947,955,957,956
43243,947,955,956,956
43294,947,955,957,956
43345,947,955,956,956
43397,947,955,956,956
43448,946,955,956,956
43499,946,955,957,956
43550,946,955,956,956
43601,947,955,956,956
43653,946,955,956,956
43704,947,955,956,956
43755,947,955,956,956
43806,946,955,957,956
43857,947,955,957,956
43909,947,955,956,956
43960,946,955,957,956
44011,947,955,956,956
44062,947,955,957,956
44113,947,955,957,956
44165,947,955,957,956
44216,946,955,956,956
44267,947,955,957,956
44318,946,955,957,956
44369,947,955,956,956
44422,946,955,957,956
44473,947,955,957,956
44524,947,955,957,956
44575,947,955,956,956
44626,947,955,956,956
44678,947,955,956,956
44729,947,955,956,956
44780,946,955,957,956
44831,946,955,956,956
44882,947,955,957,956
44934,947,955,956,956
44985,947,955,957,956
45036,946,955,956,956
45087,947,955,957,956
45138,947,955,956,956
45190,947,955,956,956
45241,947,955,957,956
45292,947,955,956,956
45343,947,955,957,956
45394,947,955,957,956
45446,947,955,956,956
45497,947,955,956,956
45548,946,955,956,956
45599,947,955,956,956
45650,947,955,956,956
45703,946,955,957,956
45754,946,955,956,956
45805,947,955,957,956
45856,946,955,956,956
45907,946,955,956,956
45959,946,955,956,956
46010,946,955,956,956
46061,947,955,956,956
46112,947,955,957,956
46163,946,955,956,956
46215,946,955,956,956
46266,947,955,957,956
46317,947,955,956,956
46368,947,955,956,956
46419,946,955,957,956
46471,947,955,956,956
46522,946,955,956,956
46573,946,955,956,956
46624,947,955,956,956
46675,947,955,957,956
46727,946,955,957,956
46778,946,955,956,956
46829,947,955,956,956
46880,947,955,957,956
46931,947,955,957,956
46983,946,955,957,956
47035,947,955,957,956
47086,946,955,956,956
47137,946,955,957,956
47188,946,955,956,956
47240,947,955,957,956
47291,946,955,956,956
47342,947,955,956,956
47393,946,955,957,956
47444,947,955,956,956
47496,946,955,957,956
47547,946,955,956,956
47598,946,955,956,956
47649,946,955,956,956
47700,946,955,957,956
47752,947,955,957,956
47803,946,955,956,956
47854,946,955,956,956
47905,946,955,956,956
47956,946,955,957,956
48008,947,955,956,956
48059,946,955,956,956
48110,946,955,956,956
48161,947,955,956,956
48212,946,955,956,956
48264,947,955,957,956
48315,945,955,957,956
48367,947,955,956,956
48418,947,955,956,956
48470,947,955,957,956
48521,946,955,957,956
48572,946,955,957,956
48623,946,955,956,956
48674,947,955,957,956
48726,947,955,956,956
48777,947,955,957,956
48828,946,955,957,956
48879,947,955,957,956
48930,947,955,957,956
48982,947,955,956,956
49033,946,955,956,956
49084,947,955,956,956
49135,946,955,956,956
49186,947,955,956,956
49238,947,955,957,956
49289,947,955,956,956
49340,947,955,957,956
49391,946,955,956,956
49442,947,955,956,956
49494,947,955,956,956
49545,947,955,956,956
49596,946,955,957,956
49648,946,955,957,956
49699,946,955,956,956
49751,947,955,957,956
49802,947,955,957,956
49853,946,955,956,956
49904,947,955,956,956
49955,947,955,956,956
50007,947,955,956,956
50058,947,955,957,956
50109,947,955,957,956
50160,947,955,956,956
50211,947,955,956,956
50263,947,955,956,956
50314,947,955,956,956
50365,947,955,956,956
50416,946,955,956,956
50467,946,955,957,956
50519,947,955,956,956
50570,946,955,957,956
50621,947,955,956,956
50672,946,955,957,956
50723,947,955,957,956
50775,947,955,956,956
50826,947,955,957,956
50877,947,955,957,956
50928,946,955,956,956
50980,947,955,957,956
51032,946,955,956,956
51083,946,955,957,956
51134,947,955,956,956
51185,946,955,956,956
51236,947,955,957,956
51288,947,955,956,956
51339,946,955,956,956
51390,947,955,957,956
51441,947,955,956,956
51492,947,955,956,956
51544,947,955,957,956
51595,947,955,956,956
51646,947,955,956,956
51697,946,955,956,956
51748,947,955,957,956
51800,947,955,956,956
51851,946,955,956,956
51902,946,955,957,956
51953,946,955,956,956
52004,947,955,956,956
52056,946,955,957,956
52107,946,955,956,956
52158,947,955,957,956
52209,947,955,956,956
52260,947,955,956,956
52313,947,955,957,956
52364,946,955,956,956
52415,947,955,956,956
52466,947,955,957,956
52517,946,955,956,956
52569,947,955,957,956
52620,946,955,956,956
52671,947,955,957,956
52722,947,955,956,956
52773,946,955,956,956
52825,946,955,957,956
52876,946,955,957,956
52927,947,955,956,956
