time_ms,ldr_signal_1,ldr_signal_2
47027,508,491
47078,518,522
47128,532,552
47179,547,577
47229,559,592
47281,567,598
47331,568,592
47382,563,573
47432,552,548
47482,539,520
47534,525,491
47584,512,471
47635,506,475
47685,510,500
47736,522,532
47787,536,560
47838,551,582
47888,561,595
47938,568,597
47989,567,587
48039,560,566
48091,548,540
48141,535,511
48192,521,483
48242,509,469
48292,506,481
48344,513,509
48394,526,540
48445,541,567
48495,554,587
48546,564,597
48596,568,596
48648,566,582
48698,557,559
48748,545,532
48799,532,504
48849,517,477
48901,507,470
48951,507,487
49002,516,517
49052,530,547
49102,544,573
49154,557,590
49204,566,598
49255,569,594
49305,564,577
49356,554,553
49406,542,525
49458,528,497
49508,514,473
49558,506,472
49609,509,494
49659,520,526
49711,534,555
49761,548,579
49812,560,594
49862,567,598
49913,568,591
49964,562,572
50014,551,546
50065,538,518
50115,524,489
50166,511,470
50216,506,476
50268,511,502
50318,523,533
50368,537,561
50419,551,583
50469,562,596
50521,568,597
50571,567,587
50622,560,565
50672,548,539
50723,535,511
50774,521,483
50824,509,469
50875,506,481
50925,514,510
50976,527,541
51026,541,568
51078,554,587
51128,564,597
51179,568,596
51229,566,582
51279,557,559
51331,545,532
51381,531,503
51432,517,477
51482,507,470
51533,507,487
51584,517,517
51634,530,548
51685,544,573
51735,557,591
51786,566,598
51836,568,594
51888,565,577
51938,555,553
51989,542,526
52039,528,497
52089,514,473
52141,506,472
52191,509,494
52242,519,525
52292,533,554
52343,547,578
52393,559,593
52445,567,598
52495,568,591
52545,563,573
52596,552,548
52646,539,520
52698,525,491
52748,512,471
52799,506,475
52849,510,499
52899,522,531
52951,536,559
53001,551,582
53052,562,595
53102,567,597
53153,568,588
53203,561,568
53255,550,542
53305,537,514
53355,522,485
53406,510,469
53456,506,479
53508,512,506
53558,525,536
53609,539,564
53659,553,585
53709,563,596
53761,568,597
53811,567,585
53862,559,563
53912,547,536
53963,534,508
54013,520,481
54065,508,469
54115,507,483
54165,514,512
54216,528,542
54266,542,569
54318,555,588
54368,564,597
54419,568,595
54469,566,582
54520,557,558
54571,545,531
54621,531,503
54672,517,477
54722,507,470
54773,508,488
54823,516,518
54875,530,548
54925,544,573
54975,557,590
55026,565,598
55076,569,594
55128,565,578
55178,555,554
55229,542,526
55279,529,498
55330,515,474
55380,507,472
55431,508,493
55482,519,523
55532,532,553
55583,547,576
55633,559,592
55685,566,598
