time_ms, ldr_signal_1, ldr_signal_2
58418,908,911
58469,909,912
58519,909,912
58570,909,912
58620,908,912
58672,908,912
58722,909,912
58772,909,912
58823,909,912
58873,908,912
58925,908,912
58975,909,912
59026,908,912
59076,908,911
59127,908,912
59177,908,912
59228,908,911
59279,908,912
59329,908,912
59380,909,912
59430,909,912
59482,909,911
59532,908,911
59583,908,911
59633,908,912
59683,908,912
59735,908,912
59785,909,912
59836,908,911
59886,909,912
59937,908,912
59987,908,912
60038,909,912
