time_ms, ldr_signal_1, ldr_signal_2
32700,969,974
32750,968,974
32801,968,975
32851,968,974
32903,968,975
32953,969,974
33004,968,975
33054,968,974
33104,968,974
33156,969,974
33206,968,975
33257,969,975
33307,968,974
33358,968,974
33409,968,974
33460,968,974
33510,968,974
33560,968,974
33611,968,974
33661,968,974
33713,969,974
33763,968,974
33814,968,974
33864,969,974
33915,968,974
33966,968,975
34016,968,975
34067,968,974
34117,968,974
34168,968,974
34219,968,974
34270,969,974
34320,968,973
34370,968,974
34421,968,974
34471,968,974
34523,968,974
34573,969,974
34624,968,974
34674,968,975
34725,968,975
34776,968,974

34826,968,974
34877,968,974
34927,968,974
34978,968,974
35028,969,974
35080,968,974
35130,968,975
35181,969,974
35231,968,974
35281,968,974
35333,968,974
35383,968,974
35434,968,975
35484,969,974
35535,968,974
35586,969,974
35636,968,975
35687,968,975
35737,969,974
35788,968,974
35838,968,974
35890,969,974
35940,969,974
35991,969,974
36041,968,975
36091,968,974
36143,969,974
36193,968,975
36244,968,974
36294,968,974
36345,968,974
36396,969,974
36446,968,974
36497,969,975
36547,967,974
36598,969,974
36648,968,974
36700,968,974
36750,968,974
36801,968,975
36851,969,974
36901,969,974
36953,968,974
37003,968,975
37054,968,974
37104,969,974
37155,968,974
37206,968,975
37257,968,974
37307,968,974
37357,968,974
37408,968,974
37458,968,974
37510,968,974
37560,968,974
37611,968,974
37661,968,974
37711,968,975
37763,969,974
37813,968,974
37864,967,974
37914,968,974
37965,968,974
38016,969,974
38067,968,974
38117,969,974
38167,968,974
38218,968,974
38268,968,974
38320,968,974
38370,968,974
38421,968,974
38471,968,974
38522,968,975
38573,968,974
38623,968,975
38674,968,975
38724,969,974
38775,969,974
38825,968,974
38877,967,974
38927,968,973
38977,968,974
39028,968,974
39078,968,974
39130,967,974
39180,968,974
39231,968,974
39281,967,974
39332,967,974
39383,968,975
39433,968,974
39484,968,975
39534,968,974
39585,968,974
39635,967,974
39687,969,974
39737,968,975
39788,967,974
39838,968,975
39888,968,975
39940,968,974
39990,968,974
40041,968,974
40091,968,974
40142,968,975
40193,969,974
40243,968,974
40294,969,974
40344,969,974
40395,969,974
40445,968,974
40497,968,974
40547,968,975
40598,967,974
40648,969,974
40698,968,975
40750,968,974
40800,968,975
40851,968,974
40901,968,974
40952,968,975
41003,968,975
41054,968,974
41104,969,974
41154,968,975
41205,970,975
41255,968,975
41307,969,975
41357,968,975
41408,968,975
41458,968,974
41508,969,975
41560,968,975
41610,969,975
41661,968,975
41711,968,974
41762,968,975
41812,968,974
41864,968,974
41914,969,975
41964,968,975
42015,968,974
42065,968,974
42117,968,975
42167,968,975
42218,968,974
42268,968,975
42318,968,974
42370,968,974
42420,968,975
42471,969,974
42521,968,974
42572,968,974
42622,967,974
42674,968,974
42724,968,974
42774,968,974
42825,968,974
42875,968,974
42927,968,974
42977,968,974
43028,967,974
43078,968,975
43129,968,974
43180,968,974
43230,968,974
43281,968,974
43331,969,974
43382,968,974
43432,969,974
43484,968,974
43534,969,974
43584,969,974
43635,968,974
43685,968,974
43737,968,974
43787,969,974
43838,968,974
43888,968,973
43939,968,974
43990,969,974
44040,968,974
44091,968,975
44141,968,974
44192,968,973
44242,968,975
44294,967,974
44344,968,974
44395,968,974
44445,968,975
44495,968,974
44547,968,975
44597,967,974
44648,967,974
44698,967,973
44749,968,974
44800,967,974
44850,968,974
44901,968,974
44951,968,974
45002,968,975
45052,968,974
45104,969,974
45154,969,974
45205,968,975
45255,968,975
45305,968,973
45357,968,974
45407,968,974
45458,968,974
45508,968,974
45559,968,975
45609,968,974
45661,968,974
45711,967,974
45761,968,974
45812,968,975
45862,969,974
45914,967,974
45964,969,974
46015,968,974
46065,968,975
46115,968,975
46167,969,974
46217,968,975
46268,968,974
46318,968,974
46369,968,974
46419,968,974
46471,968,974
46521,967,974
46571,967,974
46622,968,974
46672,968,975
46724,967,974
46774,968,975
46825,968,975
46875,968,973
46926,968,974
46977,969,974
47027,967,974
47078,968,975
47128,968,974
47179,967,974
47229,968,974
47281,969,975
47331,968,974
47381,967,974
47432,968,974
47482,968,974
47534,968,974
47584,968,975
47635,968,975
47685,968,975
47736,968,974
47787,968,974
47837,968,974
47888,968,974
47938,968,975
47989,969,974
48039,968,974
48091,968,974
48141,969,974
48192,968,974
48242,968,974
48292,969,974
48344,968,974
48394,969,974
48445,968,975
48495,968,975
48546,968,975
48596,968,975
48647,968,975
48698,968,974
48748,968,975
48799,968,974
48849,968,974
48901,968,974
48951,968,975
49002,968,974
49052,968,974
49102,968,975
49154,968,974
49204,968,974
49255,968,974
49305,968,974
49356,968,974
49406,969,974
49457,968,974
49508,968,974
49558,968,975
49609,968,975
49659,969,975
49711,968,974
49761,969,974
49812,968,974
49862,969,975
49912,969,975
49964,969,975
50014,969,975
50065,969,975
50115,969,975
50166,969,975
50216,969,975
50268,969,975
50318,969,975
50368,969,974
50419,969,975
50469,969,975
50521,969,975
50571,969,975
50622,969,975
50672,969,974
50722,969,975
50774,968,975
50824,968,974
50875,968,975
50925,969,975
50976,968,974
51026,969,974
51078,968,974
51128,968,974
51178,969,974
51229,969,974
51279,968,975
51331,969,975
51381,970,975
51432,969,975
51482,969,975
51533,969,975
51584,969,975
51634,969,975
51685,970,975
51735,969,975
51786,969,975
51836,969,975
51888,969,975
51938,969,975
51988,969,975
52039,969,975
52089,969,975
52141,969,974
52191,969,975
52242,968,975
52292,969,974
52343,969,975
52393,969,974
52444,968,975
52495,968,975
52545,968,974
52596,968,974
52646,968,974
52698,968,975
52748,967,974
52799,968,974
52849,968,974
52899,968,975
52951,968,975
53001,968,975
53052,968,974
53102,969,974
53153,968,974
53203,968,974
53254,968,975
53305,969,975
53355,968,974
53406,969,974
53456,969,974
53508,969,974
53558,968,974
53609,968,975
53659,968,974
53709,968,975
53761,968,974
53811,968,974
53862,968,974
53912,968,974
